Calibration values (ps) from cell 0 to 1024 :

00000.000	00000.404	00000.808	00001.213	00001.618	00002.024	00002.430	00002.838	cell = 0 to 7
00003.246	00003.657	00004.067	00004.478	00004.887	00005.296	00005.705	00006.115	cell = 8 to 15
00006.524	00006.933	00007.341	00007.750	00008.160	00008.569	00008.978	00009.386	cell = 16 to 23
00009.794	00010.202	00010.609	00011.017	00011.425	00011.832	00012.239	00012.646	cell = 24 to 31
00013.054	00013.462	00013.871	00014.280	00014.689	00015.098	00015.508	00015.919	cell = 32 to 39
00016.330	00016.740	00017.149	00017.558	00017.966	00018.375	00018.786	00019.197	cell = 40 to 47
00019.610	00020.023	00020.437	00020.850	00021.264	00021.676	00022.088	00022.498	cell = 48 to 55
00022.908	00023.319	00023.729	00024.141	00024.553	00024.966	00025.380	00025.792	cell = 56 to 63
00026.204	00026.615	00027.028	00027.441	00027.853	00028.265	00028.676	00029.088	cell = 64 to 71
00029.500	00029.911	00030.322	00030.733	00031.143	00031.554	00031.964	00032.374	cell = 72 to 79
00032.784	00033.193	00033.602	00034.010	00034.418	00034.826	00035.233	00035.639	cell = 80 to 87
00036.046	00036.453	00036.861	00037.271	00037.681	00038.092	00038.503	00038.913	cell = 88 to 95
00039.323	00039.733	00040.143	00040.554	00040.965	00041.376	00041.788	00042.200	cell = 96 to 103
00042.613	00043.025	00043.436	00043.848	00044.259	00044.670	00045.081	00045.493	cell = 104 to 111
00045.906	00046.319	00046.732	00047.143	00047.554	00047.966	00048.377	00048.789	cell = 112 to 119
00049.201	00049.613	00050.025	00050.437	00050.847	00051.257	00051.669	00052.080	cell = 120 to 127
00052.491	00052.901	00053.313	00053.724	00054.135	00054.546	00054.958	00055.370	cell = 128 to 135
00055.783	00056.195	00056.607	00057.018	00057.430	00057.841	00058.253	00058.665	cell = 136 to 143
00059.076	00059.487	00059.897	00060.306	00060.715	00061.123	00061.533	00061.942	cell = 144 to 151
00062.352	00062.762	00063.171	00063.579	00063.987	00064.395	00064.803	00065.210	cell = 152 to 159
00065.616	00066.022	00066.429	00066.836	00067.244	00067.652	00068.060	00068.467	cell = 160 to 167
