Calibration values (ps) from cell 0 to 1024 :

00000.000	00000.398	00000.796	00001.196	00001.596	00001.996	00002.397	00002.799	cell = 0 to 7
00003.200	00003.602	00004.004	00004.407	00004.808	00005.208	00005.609	00006.009	cell = 8 to 15
00006.410	00006.811	00007.212	00007.612	00008.011	00008.412	00008.813	00009.215	cell = 16 to 23
00009.616	00010.016	00010.417	00010.816	00011.215	00011.616	00012.017	00012.420	cell = 24 to 31
00012.823	00013.226	00013.629	00014.031	00014.433	00014.835	00015.236	00015.636	cell = 32 to 39
00016.034	00016.433	00016.832	00017.230	00017.627	00018.025	00018.424	00018.825	cell = 40 to 47
00019.227	00019.630	00020.033	00020.436	00020.838	00021.241	00021.644	00022.047	cell = 48 to 55
00022.450	00022.854	00023.258	00023.661	00024.063	00024.466	00024.871	00025.276	cell = 56 to 63
00025.682	00026.088	00026.493	00026.899	00027.305	00027.711	00028.116	00028.521	cell = 64 to 71
00028.926	00029.332	00029.738	00030.144	00030.549	00030.955	00031.361	00031.766	cell = 72 to 79
00032.170	00032.573	00032.977	00033.381	00033.783	00034.187	00034.591	00034.996	cell = 80 to 87
00035.401	00035.807	00036.213	00036.619	00037.025	00037.432	00037.839	00038.245	cell = 88 to 95
00038.650	00039.055	00039.458	00039.862	00040.265	00040.669	00041.073	00041.478	cell = 96 to 103
00041.882	00042.286	00042.690	00043.095	00043.501	00043.909	00044.317	00044.724	cell = 104 to 111
00045.131	00045.537	00045.942	00046.348	00046.752	00047.157	00047.560	00047.964	cell = 112 to 119
00048.366	00048.769	00049.171	00049.573	00049.974	00050.376	00050.777	00051.178	cell = 120 to 127
00051.577	00051.977	00052.378	00052.778	00053.179	00053.580	00053.981	00054.382	cell = 128 to 135
00054.781	00055.182	00055.584	00055.986	00056.388	00056.790	00057.192	00057.594	cell = 136 to 143
00057.997	00058.400	00058.804	00059.208	00059.612	00060.015	00060.418	00060.821	cell = 144 to 151
00061.223	00061.626	00062.029	00062.433	00062.836	00063.237	00063.637	00064.036	cell = 152 to 159
