Calibration values (ps) from cell 0 to 1024 :

00000.000	00000.198	00000.397	00000.595	00000.793	00000.992	00001.191	00001.390	cell = 0 to 7
00001.589	00001.788	00001.988	00002.187	00002.386	00002.585	00002.785	00002.985	cell = 8 to 15
00003.184	00003.384	00003.584	00003.784	00003.984	00004.184	00004.385	00004.585	cell = 16 to 23
00004.785	00004.986	00005.187	00005.387	00005.587	00005.788	00005.989	00006.190	cell = 24 to 31
00006.391	00006.592	00006.792	00006.993	00007.194	00007.394	00007.595	00007.795	cell = 32 to 39
00007.996	00008.196	00008.396	00008.596	00008.796	00008.996	00009.197	00009.397	cell = 40 to 47
00009.598	00009.798	00009.999	00010.200	00010.401	00010.601	00010.802	00011.003	cell = 48 to 55
00011.204	00011.406	00011.607	00011.808	00012.010	00012.211	00012.413	00012.614	cell = 56 to 63
00012.816	00013.017	00013.219	00013.421	00013.622	00013.823	00014.024	00014.225	cell = 64 to 71
00014.427	00014.628	00014.829	00015.030	00015.231	00015.432	00015.633	00015.834	cell = 72 to 79
00016.035	00016.236	00016.438	00016.639	00016.840	00017.042	00017.243	00017.445	cell = 80 to 87
00017.647	00017.849	00018.051	00018.253	00018.455	00018.657	00018.859	00019.061	cell = 88 to 95
00019.263	00019.465	00019.668	00019.870	00020.072	00020.274	00020.475	00020.677	cell = 96 to 103
00020.879	00021.081	00021.283	00021.485	00021.686	00021.888	00022.089	00022.291	cell = 104 to 111
00022.492	00022.693	00022.894	00023.096	00023.296	00023.497	00023.698	00023.899	cell = 112 to 119
00024.099	00024.300	00024.500	00024.700	00024.900	00025.101	00025.301	00025.501	cell = 120 to 127
00025.701	00025.901	00026.101	00026.301	00026.501	00026.701	00026.901	00027.101	cell = 128 to 135
00027.302	00027.502	00027.702	00027.903	00028.104	00028.305	00028.506	00028.707	cell = 136 to 143
00028.908	00029.109	00029.310	00029.511	00029.711	00029.912	00030.113	00030.313	cell = 144 to 151
00030.514	00030.715	00030.915	00031.116	00031.317	00031.517	00031.718	00031.918	cell = 152 to 159
00032.118	00032.319	00032.519	00032.719	00032.920	00033.120	00033.321	00033.521	cell = 160 to 167
00033.722	00033.923	00034.123	00034.324	00034.525	00034.726	00034.926	00035.127	cell = 168 to 175
00035.328	00035.529	00035.730	00035.931	00036.131	00036.332	00036.533	00036.734	cell = 176 to 183
00036.935	00037.136	00037.337	00037.537	00037.738	00037.939	00038.139	00038.340	cell = 184 to 191
00038.541	00038.741	00038.942	00039.142	00039.342	00039.542	00039.742	00039.943	cell = 192 to 199
00040.143	00040.343	00040.544	00040.744	00040.944	00041.144	00041.344	00041.544	cell = 200 to 207
00041.744	00041.944	00042.145	00042.345	00042.546	00042.746	00042.947	00043.147	cell = 208 to 215
00043.348	00043.548	00043.749	00043.950	00044.151	00044.352	00044.553	00044.754	cell = 216 to 223
00044.955	00045.157	00045.358	00045.559	00045.760	00045.961	00046.163	00046.364	cell = 224 to 231
00046.565	00046.767	00046.968	00047.169	00047.371	00047.572	00047.773	00047.973	cell = 232 to 239
00048.174	00048.375	00048.576	00048.777	00048.978	00049.179	00049.380	00049.580	cell = 240 to 247
00049.781	00049.982	00050.182	00050.383	00050.583	00050.784	00050.984	00051.184	cell = 248 to 255
00051.385	00051.585	00051.786	00051.986	00052.186	00052.386	00052.586	00052.786	cell = 256 to 263
00052.986	00053.185	00053.385	00053.585	00053.784	00053.983	00054.183	00054.382	cell = 264 to 271
00054.581	00054.780	00054.980	00055.179	00055.378	00055.577	00055.776	00055.975	cell = 272 to 279
00056.175	00056.374	00056.573	00056.773	00056.972	00057.172	00057.371	00057.570	cell = 280 to 287
00057.769	00057.969	00058.168	00058.367	00058.567	00058.767	00058.966	00059.166	cell = 288 to 295
00059.367	00059.567	00059.767	00059.968	00060.168	00060.368	00060.569	00060.770	cell = 296 to 303
00060.970	00061.171	00061.372	00061.573	00061.774	00061.974	00062.175	00062.376	cell = 304 to 311
00062.577	00062.777	00062.978	00063.179	00063.380	00063.581	00063.782	00063.983	cell = 312 to 319
00064.183	00064.384	00064.584	00064.784	00064.985	00065.185	00065.385	00065.586	cell = 320 to 327
00065.786	00065.986	00066.187	00066.387	00066.587	00066.787	00066.987	00067.186	cell = 328 to 335
00067.386	00067.586	00067.786	00067.986	00068.186	00068.385	00068.585	00068.784	cell = 336 to 343
00068.984	00069.183	00069.383	00069.582	00069.782	00069.981	00070.181	00070.380	cell = 344 to 351
00070.580	00070.779	00070.979	00071.178	00071.378	00071.577	00071.777	00071.977	cell = 352 to 359
00072.177	00072.377	00072.577	00072.777	00072.977	00073.177	00073.377	00073.577	cell = 360 to 367
00073.777	00073.977	00074.178	00074.378	00074.578	00074.779	00074.979	00075.179	cell = 368 to 375
00075.379	00075.579	00075.780	00075.980	00076.180	00076.380	00076.579	00076.779	cell = 376 to 383
00076.979	00077.179	00077.378	00077.578	00077.778	00077.977	00078.177	00078.377	cell = 384 to 391
00078.577	00078.777	00078.976	00079.176	00079.375	00079.575	00079.774	00079.974	cell = 392 to 399
00080.173	00080.373	00080.573	00080.773	00080.973	00081.173	00081.373	00081.573	cell = 400 to 407
00081.773	00081.973	00082.173	00082.373	00082.572	00082.772	00082.972	00083.172	cell = 408 to 415
00083.371	00083.571	00083.770	00083.970	00084.169	00084.369	00084.568	00084.768	cell = 416 to 423
00084.967	00085.167	00085.366	00085.566	00085.765	00085.964	00086.163	00086.362	cell = 424 to 431
00086.561	00086.761	00086.960	00087.159	00087.358	00087.558	00087.757	00087.956	cell = 432 to 439
00088.156	00088.355	00088.555	00088.754	00088.953	00089.152	00089.351	00089.551	cell = 440 to 447
00089.750	00089.949	00090.148	00090.347	00090.547	00090.746	00090.945	00091.145	cell = 448 to 455
