Calibration values (ps) from cell 0 to 1024 :

00000.000	00000.384	00000.769	00001.155	00001.543	00001.932	00002.322	00002.712	cell = 0 to 7
00003.103	00003.495	00003.887	00004.280	00004.674	00005.068	00005.462	00005.856	cell = 8 to 15
00006.249	00006.643	00007.038	00007.432	00007.826	00008.220	00008.613	00009.005	cell = 16 to 23
00009.397	00009.790	00010.181	00010.572	00010.963	00011.354	00011.746	00012.137	cell = 24 to 31
00012.528	00012.920	00013.312	00013.704	00014.097	00014.491	00014.886	00015.281	cell = 32 to 39
00015.676	00016.070	00016.465	00016.860	00017.255	00017.650	00018.044	00018.438	cell = 40 to 47
00018.832	00019.226	00019.620	00020.013	00020.407	00020.801	00021.193	00021.584	cell = 48 to 55
00021.976	00022.367	00022.760	00023.151	00023.543	00023.934	00024.324	00024.714	cell = 56 to 63
00025.105	00025.497	00025.890	00026.284	00026.679	00027.075	00027.471	00027.868	cell = 64 to 71
00028.266	00028.664	00029.063	00029.462	00029.861	00030.259	00030.658	00031.055	cell = 72 to 79
00031.451	00031.847	00032.243	00032.637	00033.031	00033.425	00033.818	00034.210	cell = 80 to 87
00034.603	00034.996	00035.390	00035.785	00036.181	00036.577	00036.973	00037.369	cell = 88 to 95
00037.766	00038.164	00038.563	00038.962	00039.361	00039.759	00040.158	00040.556	cell = 96 to 103
00040.955	00041.355	00041.755	00042.155	00042.555	00042.955	00043.355	00043.755	cell = 104 to 111
00044.156	00044.557	00044.957	00045.357	00045.756	00046.154	00046.551	00046.948	cell = 112 to 119
00047.345	00047.742	00048.138	00048.533	00048.929	00049.325	00049.721	00050.118	cell = 120 to 127
00050.515	00050.913	00051.312	00051.710	00052.107	00052.506	00052.905	00053.304	cell = 128 to 135
00053.704	00054.104	00054.504	00054.902	00055.299	00055.695	00056.090	00056.486	cell = 136 to 143
00056.882	00057.278	00057.673	00058.068	00058.463	00058.858	00059.254	00059.651	cell = 144 to 151
00060.049	00060.447	00060.844	00061.242	00061.640	00062.038	00062.435	00062.832	cell = 152 to 159
00063.230	00063.628	00064.026	00064.424	00064.823	00065.221	00065.620	00066.017	cell = 160 to 167
